LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
USA,LFPR,25_64,PC_AGE,A,2007,79.0633887379132,
USA,LFPR,25_64,PC_AGE,A,2008,79.1808573475261,
USA,LFPR,25_64,PC_AGE,A,2009,78.7899023309514,
USA,LFPR,25_64,PC_AGE,A,2010,78.321348579512,
USA,LFPR,25_64,PC_AGE,A,2011,77.6210325804616,
USA,LFPR,25_64,PC_AGE,A,2012,77.4510708158861,
USA,LFPR,25_64,PC_AGE,A,2013,77.0319469855042,
USA,LFPR,25_64,PC_AGE,A,2014,76.8650129356262,
USA,LFPR,25_64,PC_AGE,A,2015,76.7071205711424,
USA,LFPR,25_64,PC_AGE,A,2016,77.0430181541758,
USA,LFPR,25_64,PC_AGE,A,2017,77.4159437952541,
USA,LFPR,25_64,PC_AGE,A,2018,77.7783053020142,
USA,LFPR,25_64,PC_AGE,A,2019,78.1985627903941,
USA,LFPR,25_64,PC_AGE,A,2020,77.2259042410913,
CHL,LFPR,25_64,PC_AGE,A,1996,66.9239619860679,
CHL,LFPR,25_64,PC_AGE,A,1997,67.3976463910027,
CHL,LFPR,25_64,PC_AGE,A,1998,67.9441461097567,
CHL,LFPR,25_64,PC_AGE,A,1999,68.5256949822071,
CHL,LFPR,25_64,PC_AGE,A,2000,68.2753262247809,
CHL,LFPR,25_64,PC_AGE,A,2001,67.8037468383446,
CHL,LFPR,25_64,PC_AGE,A,2002,67.5750875346877,
CHL,LFPR,25_64,PC_AGE,A,2003,68.5710033594303,
CHL,LFPR,25_64,PC_AGE,A,2004,69.4628958064852,
CHL,LFPR,25_64,PC_AGE,A,2005,70.1183581010167,
CHL,LFPR,25_64,PC_AGE,A,2006,71.2814239302912,
CHL,LFPR,25_64,PC_AGE,A,2007,71.9849569107755,
CHL,LFPR,25_64,PC_AGE,A,2008,73.2242469470396,
CHL,LFPR,25_64,PC_AGE,A,2009,73.6700338826078,
CHL,LFPR,25_64,PC_AGE,A,2010,74.1782735746417,
CHL,LFPR,25_64,PC_AGE,A,2011,75.5418252024961,
CHL,LFPR,25_64,PC_AGE,A,2012,75.9514184625581,
CHL,LFPR,25_64,PC_AGE,A,2013,76.2794746638092,
CHL,LFPR,25_64,PC_AGE,A,2014,76.4175773295392,
CHL,LFPR,25_64,PC_AGE,A,2015,76.4736402540073,
CHL,LFPR,25_64,PC_AGE,A,2016,76.4658069924305,
CHL,LFPR,25_64,PC_AGE,A,2017,76.9389174069502,
CHL,LFPR,25_64,PC_AGE,A,2018,77.2837211035406,
CHL,LFPR,25_64,PC_AGE,A,2019,77.2649759680109,
CHL,LFPR,25_64,PC_AGE,A,2020,71.9690323288024,
COL,LFPR,25_64,PC_AGE,A,2001,77.3935904691218,
COL,LFPR,25_64,PC_AGE,A,2002,77.222260025156,
COL,LFPR,25_64,PC_AGE,A,2003,77.9920791882657,
COL,LFPR,25_64,PC_AGE,A,2004,77.2130130580886,
COL,LFPR,25_64,PC_AGE,A,2005,76.8368457156243,
COL,LFPR,25_64,PC_AGE,A,2007,75.7381363233847,
COL,LFPR,25_64,PC_AGE,A,2008,76.4262245608376,
COL,LFPR,25_64,PC_AGE,A,2009,78.614931512141,
COL,LFPR,25_64,PC_AGE,A,2010,79.9922949280066,
COL,LFPR,25_64,PC_AGE,A,2011,80.5370376142077,
COL,LFPR,25_64,PC_AGE,A,2012,81.2845197403744,
COL,LFPR,25_64,PC_AGE,A,2013,81.1509037314927,
COL,LFPR,25_64,PC_AGE,A,2014,81.2129305766365,
COL,LFPR,25_64,PC_AGE,A,2015,81.7569178804684,
COL,LFPR,25_64,PC_AGE,A,2016,81.747466902665,
COL,LFPR,25_64,PC_AGE,A,2017,81.6295145956888,
COL,LFPR,25_64,PC_AGE,A,2018,81.1840086894426,
COL,LFPR,25_64,PC_AGE,A,2019,80.7017512928811,
COL,LFPR,25_64,PC_AGE,A,2020,76.3170827742893,
CRI,LFPR,25_64,PC_AGE,A,1987,63.0783773795315,
CRI,LFPR,25_64,PC_AGE,A,1988,62.7089479933865,
CRI,LFPR,25_64,PC_AGE,A,1989,62.669379091915,
CRI,LFPR,25_64,PC_AGE,A,1990,63.191849357248,
CRI,LFPR,25_64,PC_AGE,A,1991,62.7117391356651,
CRI,LFPR,25_64,PC_AGE,A,1992,62.6708087153446,
CRI,LFPR,25_64,PC_AGE,A,1993,63.518397847667,
CRI,LFPR,25_64,PC_AGE,A,1994,64.5633194115966,
CRI,LFPR,25_64,PC_AGE,A,1995,65.6371958831696,
CRI,LFPR,25_64,PC_AGE,A,1996,64.6027996792239,
CRI,LFPR,25_64,PC_AGE,A,1997,67.0290346683918,
CRI,LFPR,25_64,PC_AGE,A,1998,68.2771964745262,
CRI,LFPR,25_64,PC_AGE,A,1999,68.7827810891117,
CRI,LFPR,25_64,PC_AGE,A,2000,68.5650079077789,
CRI,LFPR,25_64,PC_AGE,A,2001,71.1062681317114,
CRI,LFPR,25_64,PC_AGE,A,2002,71.3541798562077,
CRI,LFPR,25_64,PC_AGE,A,2003,71.6626155264855,
CRI,LFPR,25_64,PC_AGE,A,2004,70.8601950200362,
CRI,LFPR,25_64,PC_AGE,A,2005,73.8928887735286,
CRI,LFPR,25_64,PC_AGE,A,2006,73.098444838989,
CRI,LFPR,25_64,PC_AGE,A,2007,73.8780627508314,
CRI,LFPR,25_64,PC_AGE,A,2008,74.0404294519642,
CRI,LFPR,25_64,PC_AGE,A,2009,74.3640093413288,
CRI,LFPR,25_64,PC_AGE,A,2010,74.2346061265364,
CRI,LFPR,25_64,PC_AGE,A,2011,73.0113269869973,
CRI,LFPR,25_64,PC_AGE,A,2012,76.3059999598326,
CRI,LFPR,25_64,PC_AGE,A,2013,75.6719590016893,
CRI,LFPR,25_64,PC_AGE,A,2014,75.5183531147214,
CRI,LFPR,25_64,PC_AGE,A,2015,74.7593079994644,
CRI,LFPR,25_64,PC_AGE,A,2016,72.6424557908946,
CRI,LFPR,25_64,PC_AGE,A,2017,73.4596320750762,
CRI,LFPR,25_64,PC_AGE,A,2018,75.161874508404,
CRI,LFPR,25_64,PC_AGE,A,2019,77.6396113173311,
CRI,LFPR,25_64,PC_AGE,A,2020,75.3234148802434,
EST,LFPR,25_64,PC_AGE,A,1990,85.4775330074906,
EST,LFPR,25_64,PC_AGE,A,1991,84.1611575183647,
EST,LFPR,25_64,PC_AGE,A,1992,81.7355722032234,
EST,LFPR,25_64,PC_AGE,A,1993,80.031358751335,
EST,LFPR,25_64,PC_AGE,A,1994,79.6074684274052,
EST,LFPR,25_64,PC_AGE,A,1995,79.2381222639948,
EST,LFPR,25_64,PC_AGE,A,1996,79.107517493111,
EST,LFPR,25_64,PC_AGE,A,1997,79.6203320487159,
EST,LFPR,25_64,PC_AGE,A,1998,79.0812001613428,
EST,LFPR,25_64,PC_AGE,A,1999,78.5869591321883,
EST,LFPR,25_64,PC_AGE,A,2000,78.23280613015,
EST,LFPR,25_64,PC_AGE,A,2001,78.023605502656,
EST,LFPR,25_64,PC_AGE,A,2002,78.2417585518402,
EST,LFPR,25_64,PC_AGE,A,2003,78.6115072314109,
EST,LFPR,25_64,PC_AGE,A,2004,78.8067215575211,
EST,LFPR,25_64,PC_AGE,A,2005,79.5899082123458,
EST,LFPR,25_64,PC_AGE,A,2006,82.8165103063433,
EST,LFPR,25_64,PC_AGE,A,2007,82.5941481178395,
EST,LFPR,25_64,PC_AGE,A,2008,82.9945861727751,
EST,LFPR,25_64,PC_AGE,A,2009,82.9446632988071,
EST,LFPR,25_64,PC_AGE,A,2010,82.7166605000814,
EST,LFPR,25_64,PC_AGE,A,2011,82.9079503891249,
EST,LFPR,25_64,PC_AGE,A,2012,82.372893006914,
EST,LFPR,25_64,PC_AGE,A,2013,82.5807502152683,
EST,LFPR,25_64,PC_AGE,A,2014,82.358707881427,
EST,LFPR,25_64,PC_AGE,A,2015,83.136561357992,
EST,LFPR,25_64,PC_AGE,A,2016,83.5463017186922,
EST,LFPR,25_64,PC_AGE,A,2017,84.5105547000002,
EST,LFPR,25_64,PC_AGE,A,2018,84.4924365053915,
EST,LFPR,25_64,PC_AGE,A,2019,84.6622011355576,
EST,LFPR,25_64,PC_AGE,A,2020,85.8899716215213,
ISR,LFPR,25_64,PC_AGE,A,1985,68.1408555095016,
ISR,LFPR,25_64,PC_AGE,A,1986,68.1101177929071,
ISR,LFPR,25_64,PC_AGE,A,1987,68.3087075323248,
ISR,LFPR,25_64,PC_AGE,A,1988,69.421346279193,
ISR,LFPR,25_64,PC_AGE,A,1989,71.0376320603639,
ISR,LFPR,25_64,PC_AGE,A,1990,71.13142668183,
ISR,LFPR,25_64,PC_AGE,A,1991,71.4478046951488,
ISR,LFPR,25_64,PC_AGE,A,1992,72.0468008546176,
ISR,LFPR,25_64,PC_AGE,A,1993,72.4547709947929,
ISR,LFPR,25_64,PC_AGE,A,1994,72.8307503067252,
ISR,LFPR,25_64,PC_AGE,A,1995,73.3785694910519,
ISR,LFPR,25_64,PC_AGE,A,1996,73.0383207641171,
ISR,LFPR,25_64,PC_AGE,A,1997,73.1539345641948,
ISR,LFPR,25_64,PC_AGE,A,1998,73.4309218234648,
ISR,LFPR,25_64,PC_AGE,A,1999,74.19247429296,
ISR,LFPR,25_64,PC_AGE,A,2000,74.4784996672015,
ISR,LFPR,25_64,PC_AGE,A,2001,74.689390536851,
ISR,LFPR,25_64,PC_AGE,A,2002,74.9094189952827,
ISR,LFPR,25_64,PC_AGE,A,2003,75.4895216270738,
ISR,LFPR,25_64,PC_AGE,A,2004,75.8384603753015,
ISR,LFPR,25_64,PC_AGE,A,2005,75.6444289774974,
ISR,LFPR,25_64,PC_AGE,A,2006,75.9908243042646,
ISR,LFPR,25_64,PC_AGE,A,2007,76.7564160535347,
ISR,LFPR,25_64,PC_AGE,A,2008,76.8755968685238,
ISR,LFPR,25_64,PC_AGE,A,2009,77.367424119165,
ISR,LFPR,25_64,PC_AGE,A,2010,77.5508837542982,
ISR,LFPR,25_64,PC_AGE,A,2011,77.723726650843,
ISR,LFPR,25_64,PC_AGE,A,2012,78.6696914795864,
ISR,LFPR,25_64,PC_AGE,A,2013,78.8061948689368,
ISR,LFPR,25_64,PC_AGE,A,2014,79.5401931471267,
ISR,LFPR,25_64,PC_AGE,A,2015,79.8271463684088,
ISR,LFPR,25_64,PC_AGE,A,2016,79.9217838575862,
ISR,LFPR,25_64,PC_AGE,A,2017,80.0240023747222,
ISR,LFPR,25_64,PC_AGE,A,2018,80.2984127052978,
ISR,LFPR,25_64,PC_AGE,A,2019,80.3983861994005,
ISR,LFPR,25_64,PC_AGE,A,2020,79.209057094538,
LVA,LFPR,25_64,PC_AGE,A,2000,74.9887061296912,
LVA,LFPR,25_64,PC_AGE,A,2001,76.0269321473706,
LVA,LFPR,25_64,PC_AGE,A,2002,76.8419189233806,
LVA,LFPR,25_64,PC_AGE,A,2003,77.653608224369,
LVA,LFPR,25_64,PC_AGE,A,2004,78.3798268667042,
LVA,LFPR,25_64,PC_AGE,A,2005,78.2771970434552,
LVA,LFPR,25_64,PC_AGE,A,2006,79.9066430059688,
LVA,LFPR,25_64,PC_AGE,A,2007,81.4618396219094,
LVA,LFPR,25_64,PC_AGE,A,2008,83.2656640611325,
LVA,LFPR,25_64,PC_AGE,A,2009,82.5709604026452,
LVA,LFPR,25_64,PC_AGE,A,2010,81.691192868814,
LVA,LFPR,25_64,PC_AGE,A,2011,81.5846997052128,
LVA,LFPR,25_64,PC_AGE,A,2012,82.26978511686,
LVA,LFPR,25_64,PC_AGE,A,2013,81.4197458434901,
LVA,LFPR,25_64,PC_AGE,A,2014,81.2671359030822,
LVA,LFPR,25_64,PC_AGE,A,2015,82.1822397884505,
LVA,LFPR,25_64,PC_AGE,A,2016,82.8108048540744,
LVA,LFPR,25_64,PC_AGE,A,2017,83.3119219068547,
LVA,LFPR,25_64,PC_AGE,A,2018,84.3411009788696,
LVA,LFPR,25_64,PC_AGE,A,2019,84.1227589061116,
LVA,LFPR,25_64,PC_AGE,A,2020,85.4586510305735,
LTU,LFPR,25_64,PC_AGE,A,2000,79.8817133497272,
LTU,LFPR,25_64,PC_AGE,A,2001,79.5578028068986,
LTU,LFPR,25_64,PC_AGE,A,2002,80.2072000372027,
LTU,LFPR,25_64,PC_AGE,A,2003,81.2542977604771,
LTU,LFPR,25_64,PC_AGE,A,2004,81.3735392860139,
LTU,LFPR,25_64,PC_AGE,A,2005,80.9063185190977,
LTU,LFPR,25_64,PC_AGE,A,2006,79.0982753494135,
LTU,LFPR,25_64,PC_AGE,A,2007,79.4434932021254,
LTU,LFPR,25_64,PC_AGE,A,2008,79.3262991511298,
LTU,LFPR,25_64,PC_AGE,A,2009,80.9460939427154,
LTU,LFPR,25_64,PC_AGE,A,2010,81.757781278887,
LTU,LFPR,25_64,PC_AGE,A,2011,82.8413375938153,
LTU,LFPR,25_64,PC_AGE,A,2012,82.7888016413009,
LTU,LFPR,25_64,PC_AGE,A,2013,82.6759007755852,
LTU,LFPR,25_64,PC_AGE,A,2014,83.3806786241345,
LTU,LFPR,25_64,PC_AGE,A,2015,83.6396160345526,
LTU,LFPR,25_64,PC_AGE,A,2016,84.4657809370768,
LTU,LFPR,25_64,PC_AGE,A,2017,84.5774758459666,
LTU,LFPR,25_64,PC_AGE,A,2018,85.4318407839773,
LTU,LFPR,25_64,PC_AGE,A,2019,85.7361288985124,
LTU,LFPR,25_64,PC_AGE,A,2020,86.2372029553296,
SVN,LFPR,25_64,PC_AGE,A,2000,74.9796915930406,
SVN,LFPR,25_64,PC_AGE,A,2001,76.1205363756401,
SVN,LFPR,25_64,PC_AGE,A,2002,75.8553673097506,
SVN,LFPR,25_64,PC_AGE,A,2003,75.2253481856979,
SVN,LFPR,25_64,PC_AGE,A,2004,76.9923165032669,
SVN,LFPR,25_64,PC_AGE,A,2005,77.7500467981578,
SVN,LFPR,25_64,PC_AGE,A,2006,77.7967431228782,
SVN,LFPR,25_64,PC_AGE,A,2007,77.8199276946567,
SVN,LFPR,25_64,PC_AGE,A,2008,78.0921598938606,
SVN,LFPR,25_64,PC_AGE,A,2009,78.380072907234,
SVN,LFPR,25_64,PC_AGE,A,2010,77.8983686570045,
SVN,LFPR,25_64,PC_AGE,A,2011,76.7015253074939,
SVN,LFPR,25_64,PC_AGE,A,2012,77.1617927090382,
SVN,LFPR,25_64,PC_AGE,A,2013,77.225037479477,
SVN,LFPR,25_64,PC_AGE,A,2014,77.4609663854068,
SVN,LFPR,25_64,PC_AGE,A,2015,78.0506871646214,
SVN,LFPR,25_64,PC_AGE,A,2016,78.150167103108,
SVN,LFPR,25_64,PC_AGE,A,2017,80.1585450749243,
SVN,LFPR,25_64,PC_AGE,A,2018,81.1759374564698,
SVN,LFPR,25_64,PC_AGE,A,2019,81.842943241022,
SVN,LFPR,25_64,PC_AGE,A,2020,81.9271113699135,
OECD,LFPR,25_64,PC_AGE,A,1960,67.2186026420935,
OECD,LFPR,25_64,PC_AGE,A,1961,67.4717100428316,
OECD,LFPR,25_64,PC_AGE,A,1962,67.4071700665741,
OECD,LFPR,25_64,PC_AGE,A,1963,68.2373557527621,
OECD,LFPR,25_64,PC_AGE,A,1964,68.3612744706221,
OECD,LFPR,25_64,PC_AGE,A,1965,68.5073016971806,
OECD,LFPR,25_64,PC_AGE,A,1966,68.4853689856264,
OECD,LFPR,25_64,PC_AGE,A,1967,69.26030500678,
OECD,LFPR,25_64,PC_AGE,A,1968,71.1611771202846,
OECD,LFPR,25_64,PC_AGE,A,1969,71.2856384739367,
OECD,LFPR,25_64,PC_AGE,A,1970,68.8518448962931,
OECD,LFPR,25_64,PC_AGE,A,1971,68.3944356238613,
OECD,LFPR,25_64,PC_AGE,A,1972,67.7269162936015,
OECD,LFPR,25_64,PC_AGE,A,1973,68.2286466813595,
OECD,LFPR,25_64,PC_AGE,A,1974,68.4176390341162,
OECD,LFPR,25_64,PC_AGE,A,1975,68.7562339782464,
OECD,LFPR,25_64,PC_AGE,A,1976,69.2797170125534,
OECD,LFPR,25_64,PC_AGE,A,1977,70.0426232699335,
OECD,LFPR,25_64,PC_AGE,A,1978,70.5722959797098,
OECD,LFPR,25_64,PC_AGE,A,1979,71.1451912643517,
OECD,LFPR,25_64,PC_AGE,A,1980,71.5585569835298,
OECD,LFPR,25_64,PC_AGE,A,1981,71.7543837081858,
OECD,LFPR,25_64,PC_AGE,A,1982,72.0289736632838,
OECD,LFPR,25_64,PC_AGE,A,1983,71.9295797987334,
OECD,LFPR,25_64,PC_AGE,A,1984,72.0510956316514,
OECD,LFPR,25_64,PC_AGE,A,1985,72.3687611578843,
OECD,LFPR,25_64,PC_AGE,A,1986,72.7785728865897,
OECD,LFPR,25_64,PC_AGE,A,1987,73.3083472040996,
OECD,LFPR,25_64,PC_AGE,A,1988,73.1803200244178,
OECD,LFPR,25_64,PC_AGE,A,1989,73.7123613068003,
OECD,LFPR,25_64,PC_AGE,A,1990,74.1023565633582,
OECD,LFPR,25_64,PC_AGE,A,1991,73.9119119044123,
OECD,LFPR,25_64,PC_AGE,A,1992,74.1233312844468,
OECD,LFPR,25_64,PC_AGE,A,1993,73.932281888653,
OECD,LFPR,25_64,PC_AGE,A,1994,74.0400550540184,
OECD,LFPR,25_64,PC_AGE,A,1995,74.1546004773772,
OECD,LFPR,25_64,PC_AGE,A,1996,74.3448712348982,
OECD,LFPR,25_64,PC_AGE,A,1997,74.67342997445,
OECD,LFPR,25_64,PC_AGE,A,1998,74.6596377495827,
OECD,LFPR,25_64,PC_AGE,A,1999,74.6773435931184,
OECD,LFPR,25_64,PC_AGE,A,2000,74.6469311638814,
OECD,LFPR,25_64,PC_AGE,A,2001,74.6918551764512,
OECD,LFPR,25_64,PC_AGE,A,2002,74.8617418304214,
OECD,LFPR,25_64,PC_AGE,A,2003,74.9046632664699,
OECD,LFPR,25_64,PC_AGE,A,2004,75.0924927251274,
OECD,LFPR,25_64,PC_AGE,A,2005,75.3239762243377,
OECD,LFPR,25_64,PC_AGE,A,2006,75.5923729185583,
OECD,LFPR,25_64,PC_AGE,A,2007,75.7553724200924,
OECD,LFPR,25_64,PC_AGE,A,2008,75.9968020184983,
OECD,LFPR,25_64,PC_AGE,A,2009,76.1254173763937,
OECD,LFPR,25_64,PC_AGE,A,2010,76.206872476238,
OECD,LFPR,25_64,PC_AGE,A,2011,76.1817326305664,
OECD,LFPR,25_64,PC_AGE,A,2012,76.5408804923639,
OECD,LFPR,25_64,PC_AGE,A,2013,76.7208914705564,
OECD,LFPR,25_64,PC_AGE,A,2014,76.8574928128799,
OECD,LFPR,25_64,PC_AGE,A,2015,77.0590254555713,
OECD,LFPR,25_64,PC_AGE,A,2016,77.4306363613479,
OECD,LFPR,25_64,PC_AGE,A,2017,77.7916064634819,
OECD,LFPR,25_64,PC_AGE,A,2018,78.1329445141583,
OECD,LFPR,25_64,PC_AGE,A,2019,78.4240733234012,
OECD,LFPR,25_64,PC_AGE,A,2020,77.3431794846599,
